CourseNo,DepartmentCode,MaxOverall2rength,MinOtherBranch2rength,AllocationType,Credit,Slot,Additional Slot,
PH1080,PH,0,0,1,10,E,
PH2050,PH,0,0,1,9,P,Q,
PH2140,PH,0,0,1,9,T,
PH2170,PH,30,30,1,9,D,
PH3500,PH,25,25,1,9,G,
PH5030,PH,0,0,1,10,D,
PH5040,PH,0,0,1,9,F,
PH5050,PH,0,0,1,9,C,
PH5060,PH,0,0,1,12,R,S,T,
PH5100,PH,0,0,1,10,A,
PH5110,PH,10,0,1,9,E,
PH5210,PH,10,0,1,9,B,
PH5211,PH,10,0,1,9,D,
PH5270,PH,0,0,1,11,P,Q,R,
PH5410,PH,0,0,1,10,A,
PH5460,PH,10,10,1,9,E,
PH5840,PH,30,30,1,9,G,
PH6022,PH,20,20,1,9,E,
CS2700A,CS,10,10,3,16,C,P,
CS2300A,CS,10,10,3,13,D,T,
